LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,,Labor Force,Employed,Unemployed,Unemployment Rate
CN3007300000000,30,73,"Pondera County, MT",2014,,"2,861","2,721",140,4.9
CN3007500000000,30,75,"Powder River County, MT",2014,,"1,083","1,050",33,3
CN3007700000000,30,77,"Powell County, MT",2014,,"2,956","2,808",148,5
CN3007900000000,30,79,"Prairie County, MT",2014,,518,496,22,4.2
CN3008100000000,30,81,"Ravalli County, MT",2014,,"18,916","17,774","1,142",6
CN3008300000000,30,83,"Richland County, MT",2014,,"7,376","7,200",176,2.4
CN3008500000000,30,85,"Roosevelt County, MT",2014,,"4,853","4,603",250,5.2
CN3008700000000,30,87,"Rosebud County, MT",2014,,"4,203","3,966",237,5.6
CN3008900000000,30,89,"Sanders County, MT",2014,,"4,668","4,235",433,9.3
CN3009100000000,30,91,"Sheridan County, MT",2014,,"2,144","2,087",57,2.7
CN3009300000000,30,93,"Silver Bow County, MT",2014,,"17,132","16,289",843,4.9
CN3009500000000,30,95,"Stillwater County, MT",2014,,"5,031","4,843",188,3.7
CN3009700000000,30,97,"Sweet Grass County, MT",2014,,"1,794","1,731",63,3.5
CN3009900000000,30,99,"Teton County, MT",2014,,"2,901","2,792",109,3.8
CN3010100000000,30,101,"Toole County, MT",2014,,"2,363","2,292",71,3
CN3010300000000,30,103,"Treasure County, MT",2014,,349,335,14,4
CN3010500000000,30,105,"Valley County, MT",2014,,"4,392","4,260",132,3
CN3010700000000,30,107,"Wheatland County, MT",2014,,788,749,39,4.9
CN3010900000000,30,109,"Wibaux County, MT",2014,,555,538,17,3.1
CN3011100000000,30,111,"Yellowstone County, MT",2014,,"79,990","77,024","2,966",3.7
CN3100100000000,31,1,"Adams County, NE",2014,,"16,744","16,181",563,3.4
CN3100300000000,31,3,"Antelope County, NE",2014,,"3,597","3,500",97,2.7
CN3100500000000,31,5,"Arthur County, NE",2014,,224,212,12,5.4
CN3100700000000,31,7,"Banner County, NE",2014,,437,421,16,3.7
CN3100900000000,31,9,"Blaine County, NE",2014,,275,263,12,4.4
CN3101100000000,31,11,"Boone County, NE",2014,,"3,028","2,950",78,2.6
CN3101300000000,31,13,"Box Butte County, NE",2014,,"5,753","5,574",179,3.1
CN3101500000000,31,15,"Boyd County, NE",2014,,"1,101","1,065",36,3.3
CN3101700000000,31,17,"Brown County, NE",2014,,"1,422","1,373",49,3.4
CN3101900000000,31,19,"Buffalo County, NE",2014,,"27,523","26,768",755,2.7
CN3102100000000,31,21,"Burt County, NE",2014,,"3,588","3,448",140,3.9
CN3102300000000,31,23,"Butler County, NE",2014,,"4,835","4,693",142,2.9
CN3102500000000,31,25,"Cass County, NE",2014,,"13,257","12,766",491,3.7
CN3102700000000,31,27,"Cedar County, NE",2014,,"4,675","4,567",108,2.3
CN3102900000000,31,29,"Chase County, NE",2014,,"2,351","2,303",48,2
CN3103100000000,31,31,"Cherry County, NE",2014,,"3,420","3,337",83,2.4
CN3103300000000,31,33,"Cheyenne County, NE",2014,,"5,757","5,632",125,2.2
CN3103500000000,31,35,"Clay County, NE",2014,,"3,467","3,354",113,3.3
CN3103700000000,31,37,"Colfax County, NE",2014,,"5,630","5,463",167,3
CN3103900000000,31,39,"Cuming County, NE",2014,,"4,958","4,828",130,2.6
CN3104100000000,31,41,"Custer County, NE",2014,,"6,144","5,996",148,2.4
CN3104300000000,31,43,"Dakota County, NE",2014,,"11,064","10,654",410,3.7
CN3104500000000,31,45,"Dawes County, NE",2014,,"5,292","5,138",154,2.9
CN3104700000000,31,47,"Dawson County, NE",2014,,"13,353","12,893",460,3.4
CN3104900000000,31,49,"Deuel County, NE",2014,,"1,093","1,063",30,2.7
CN3105100000000,31,51,"Dixon County, NE",2014,,"3,062","2,969",93,3
CN3105300000000,31,53,"Dodge County, NE",2014,,"19,250","18,553",697,3.6
CN3105500000000,31,55,"Douglas County, NE",2014,,"286,920","276,586","10,334",3.6
CN3105700000000,31,57,"Dundy County, NE",2014,,"1,279","1,250",29,2.3
CN3105900000000,31,59,"Fillmore County, NE",2014,,"3,251","3,173",78,2.4
CN3106100000000,31,61,"Franklin County, NE",2014,,"1,579","1,529",50,3.2
CN3106300000000,31,63,"Frontier County, NE",2014,,"1,554","1,511",43,2.8
CN3106500000000,31,65,"Furnas County, NE",2014,,"2,714","2,636",78,2.9
CN3106700000000,31,67,"Gage County, NE",2014,,"11,105","10,650",455,4.1
CN3106900000000,31,69,"Garden County, NE",2014,,"1,195","1,161",34,2.8
CN3107100000000,31,71,"Garfield County, NE",2014,,"1,204","1,173",31,2.6
CN3107300000000,31,73,"Gosper County, NE",2014,,"1,138","1,104",34,3
CN3107500000000,31,75,"Grant County, NE",2014,,429,419,10,2.3
CN3107700000000,31,77,"Greeley County, NE",2014,,"1,274","1,233",41,3.2
CN3107900000000,31,79,"Hall County, NE",2014,,"32,445","31,187","1,258",3.9
CN3108100000000,31,81,"Hamilton County, NE",2014,,"4,771","4,628",143,3
CN3108300000000,31,83,"Harlan County, NE",2014,,"1,805","1,758",47,2.6
CN3108500000000,31,85,"Hayes County, NE",2014,,629,611,18,2.9
CN3108700000000,31,87,"Hitchcock County, NE",2014,,"1,343","1,297",46,3.4
CN3108900000000,31,89,"Holt County, NE",2014,,"5,931","5,774",157,2.6
CN3109100000000,31,91,"Hooker County, NE",2014,,424,406,18,4.2
CN3109300000000,31,93,"Howard County, NE",2014,,"3,371","3,246",125,3.7
CN3109500000000,31,95,"Jefferson County, NE",2014,,"4,306","4,175",131,3
CN3109700000000,31,97,"Johnson County, NE",2014,,"2,173","2,090",83,3.8
CN3109900000000,31,99,"Kearney County, NE",2014,,"3,854","3,760",94,2.4
CN3110100000000,31,101,"Keith County, NE",2014,,"4,674","4,540",134,2.9
CN3110300000000,31,103,"Keya Paha County, NE",2014,,620,603,17,2.7
CN3110500000000,31,105,"Kimball County, NE",2014,,"2,231","2,175",56,2.5
CN3110700000000,31,107,"Knox County, NE",2014,,"4,739","4,593",146,3.1
CN3110900000000,31,109,"Lancaster County, NE",2014,,"168,454","163,468","4,986",3
CN3111100000000,31,111,"Lincoln County, NE",2014,,"18,760","18,154",606,3.2
CN3111300000000,31,113,"Logan County, NE",2014,,496,481,15,3
CN3111500000000,31,115,"Loup County, NE",2014,,381,367,14,3.7
CN3111700000000,31,117,"McPherson County, NE",2014,,439,429,10,2.3
CN3111900000000,31,119,"Madison County, NE",2014,,"19,515","18,943",572,2.9
CN3112100000000,31,121,"Merrick County, NE",2014,,"4,120","3,965",155,3.8
CN3112300000000,31,123,"Morrill County, NE",2014,,"2,685","2,605",80,3
CN3112500000000,31,125,"Nance County, NE",2014,,"2,074","2,018",56,2.7
CN3112700000000,31,127,"Nemaha County, NE",2014,,"3,732","3,589",143,3.8
CN3112900000000,31,129,"Nuckolls County, NE",2014,,"2,407","2,340",67,2.8
CN3113100000000,31,131,"Otoe County, NE",2014,,"8,259","7,955",304,3.7
CN3113300000000,31,133,"Pawnee County, NE",2014,,"1,656","1,610",46,2.8
CN3113500000000,31,135,"Perkins County, NE",2014,,"1,855","1,816",39,2.1
CN3113700000000,31,137,"Phelps County, NE",2014,,"5,061","4,931",130,2.6
CN3113900000000,31,139,"Pierce County, NE",2014,,"4,246","4,125",121,2.8
CN3114100000000,31,141,"Platte County, NE",2014,,"17,341","16,827",514,3
CN3114300000000,31,143,"Polk County, NE",2014,,"2,967","2,873",94,3.2
CN3114500000000,31,145,"Red Willow County, NE",2014,,"6,298","6,137",161,2.6
CN3114700000000,31,147,"Richardson County, NE",2014,,"4,283","4,128",155,3.6
CN3114900000000,31,149,"Rock County, NE",2014,,885,862,23,2.6
CN3115100000000,31,151,"Saline County, NE",2014,,"7,246","6,998",248,3.4
CN3115300000000,31,153,"Sarpy County, NE",2014,,"89,956","87,186","2,770",3.1
CN3115500000000,31,155,"Saunders County, NE",2014,,"11,035","10,653",382,3.5
CN3115700000000,31,157,"Scotts Bluff County, NE",2014,,"18,781","18,104",677,3.6
CN3115900000000,31,159,"Seward County, NE",2014,,"8,869","8,599",270,3
CN3116100000000,31,161,"Sheridan County, NE",2014,,"2,784","2,712",72,2.6
CN3116300000000,31,163,"Sherman County, NE",2014,,"1,730","1,673",57,3.3
CN3116500000000,31,165,"Sioux County, NE",2014,,808,788,20,2.5
CN3116700000000,31,167,"Stanton County, NE",2014,,"3,582","3,482",100,2.8
CN3116900000000,31,169,"Thayer County, NE",2014,,"3,037","2,960",77,2.5
CN3117100000000,31,171,"Thomas County, NE",2014,,429,414,15,3.5
CN3117300000000,31,173,"Thurston County, NE",2014,,"3,025","2,842",183,6
CN3117500000000,31,175,"Valley County, NE",2014,,"2,122","2,058",64,3
CN3117700000000,31,177,"Washington County, NE",2014,,"11,061","10,706",355,3.2
CN3117900000000,31,179,"Wayne County, NE",2014,,"5,576","5,420",156,2.8
CN3118100000000,31,181,"Webster County, NE",2014,,"1,731","1,673",58,3.4
CN3118300000000,31,183,"Wheeler County, NE",2014,,560,544,16,2.9
CN3118500000000,31,185,"York County, NE",2014,,"7,408","7,174",234,3.2
CN3200100000000,32,1,"Churchill County, NV",2014,,"10,941","10,113",828,7.6
CN3200300000000,32,3,"Clark County, NV",2014,,"1,024,635","942,946","81,689",8
CN3200500000000,32,5,"Douglas County, NV",2014,,"22,494","20,704","1,790",8
CN3200700000000,32,7,"Elko County, NV",2014,,"28,362","26,786","1,576",5.6
CN3200900000000,32,9,"Esmeralda County, NV",2014,,535,511,24,4.5
CN3201100000000,32,11,"Eureka County, NV",2014,,"1,041",979,62,6
CN3201300000000,32,13,"Humboldt County, NV",2014,,"9,011","8,451",560,6.2
CN3201500000000,32,15,"Lander County, NV",2014,,"3,388","3,166",222,6.6
CN3201700000000,32,17,"Lincoln County, NV",2014,,"1,950","1,805",145,7.4
CN3201900000000,32,19,"Lyon County, NV",2014,,"23,006","20,665","2,341",10.2
CN3202100000000,32,21,"Mineral County, NV",2014,,"1,668","1,481",187,11.2
CN3202300000000,32,23,"Nye County, NV",2014,,"16,401","14,824","1,577",9.6
CN3202700000000,32,27,"Pershing County, NV",2014,,"2,618","2,430",188,7.2
CN3202900000000,32,29,"Storey County, NV",2014,,"1,858","1,689",169,9.1
CN3203100000000,32,31,"Washoe County, NV",2014,,"223,863","206,925","16,938",7.6
CN3203300000000,32,33,"White Pine County, NV",2014,,"4,916","4,620",296,6
CN3251000000000,32,510,"Carson City, NV",2014,,"25,116","22,945","2,171",8.6
CN3300100000000,33,1,"Belknap County, NH",2014,,"31,552","30,246","1,306",4.1
CN3300300000000,33,3,"Carroll County, NH",2014,,"24,140","23,116","1,024",4.2
CN3300500000000,33,5,"Cheshire County, NH",2014,,"41,953","40,261","1,692",4
CN3300700000000,33,7,"Coos County, NH",2014,,"15,159","14,270",889,5.9
CN3300900000000,33,9,"Grafton County, NH",2014,,"48,382","46,671","1,711",3.5
CN3301100000000,33,11,"Hillsborough County, NH",2014,,"228,225","217,971","10,254",4.5
CN3301300000000,33,13,"Merrimack County, NH",2014,,"80,721","77,650","3,071",3.8
CN3301500000000,33,15,"Rockingham County, NH",2014,,"176,310","168,195","8,115",4.6
CN3301700000000,33,17,"Strafford County, NH",2014,,"70,460","67,658","2,802",4
CN3301900000000,33,19,"Sullivan County, NH",2014,,"23,709","22,862",847,3.6
CN3400100000000,34,1,"Atlantic County, NJ",2014,,"132,676","118,708","13,968",10.5
CN3400300000000,34,3,"Bergen County, NJ",2014,,"480,108","454,109","25,999",5.4
CN3400500000000,34,5,"Burlington County, NJ",2014,,"229,579","214,868","14,711",6.4
CN3400700000000,34,7,"Camden County, NJ",2014,,"252,870","233,430","19,440",7.7
CN3400900000000,34,9,"Cape May County, NJ",2014,,"48,802","42,811","5,991",12.3
CN3401100000000,34,11,"Cumberland County, NJ",2014,,"67,458","60,757","6,701",9.9
CN3401300000000,34,13,"Essex County, NJ",2014,,"375,939","345,903","30,036",8
CN3401500000000,34,15,"Gloucester County, NJ",2014,,"148,176","137,331","10,845",7.3
CN3401700000000,34,17,"Hudson County, NJ",2014,,"359,286","336,391","22,895",6.4
CN3401900000000,34,19,"Hunterdon County, NJ",2014,,"65,766","62,577","3,189",4.8
CN3402100000000,34,21,"Mercer County, NJ",2014,,"195,012","183,638","11,374",5.8
CN3402300000000,34,23,"Middlesex County, NJ",2014,,"434,918","408,531","26,387",6.1
CN3402500000000,34,25,"Monmouth County, NJ",2014,,"327,666","307,924","19,742",6
CN3402700000000,34,27,"Morris County, NJ",2014,,"262,018","248,904","13,114",5
CN3402900000000,34,29,"Ocean County, NJ",2014,,"266,273","246,687","19,586",7.4
CN3403100000000,34,31,"Passaic County, NJ",2014,,"248,298","227,881","20,417",8.2
CN3403300000000,34,33,"Salem County, NJ",2014,,"31,188","28,542","2,646",8.5
CN3403500000000,34,35,"Somerset County, NJ",2014,,"173,653","164,621","9,032",5.2
CN3403700000000,34,37,"Sussex County, NJ",2014,,"77,521","72,557","4,964",6.4
CN3403900000000,34,39,"Union County, NJ",2014,,"279,304","260,048","19,256",6.9
CN3404100000000,34,41,"Warren County, NJ",2014,,"57,089","53,481","3,608",6.3
CN3500100000000,35,1,"Bernalillo County, NM",2014,,"318,721","298,723","19,998",6.3
CN3500300000000,35,3,"Catron County, NM",2014,,"1,180","1,082",98,8.3
CN3500500000000,35,5,"Chaves County, NM",2014,,"26,868","25,204","1,664",6.2
CN3500600000000,35,6,"Cibola County, NM",2014,,"8,992","8,241",751,8.4
CN3500700000000,35,7,"Colfax County, NM",2014,,"6,155","5,768",387,6.3
CN3500900000000,35,9,"Curry County, NM",2014,,"21,678","20,575","1,103",5.1
CN3501100000000,35,11,"De Baca County, NM",2014,,837,798,39,4.7
CN3501300000000,35,13,"Dona Ana County, NM",2014,,"93,499","86,616","6,883",7.4
CN3501500000000,35,15,"Eddy County, NM",2014,,"28,848","27,555","1,293",4.5
CN3501700000000,35,17,"Grant County, NM",2014,,"12,433","11,602",831,6.7
CN3501900000000,35,19,"Guadalupe County, NM",2014,,"1,617","1,492",125,7.7
CN3502100000000,35,21,"Harding County, NM",2014,,314,298,16,5.1
CN3502300000000,35,23,"Hidalgo County, NM",2014,,"2,136","1,983",153,7.2
CN3502500000000,35,25,"Lea County, NM",2014,,"30,544","29,189","1,355",4.4
CN3502700000000,35,27,"Lincoln County, NM",2014,,"8,738","8,207",531,6.1
CN3502800000000,35,28,"Los Alamos County, NM",2014,,"8,426","8,076",350,4.2
CN3502900000000,35,29,"Luna County, NM",2014,,"11,273","9,213","2,060",18.3
CN3503100000000,35,31,"McKinley County, NM",2014,,"23,884","21,461","2,423",10.1
CN3503300000000,35,33,"Mora County, NM",2014,,"2,249","1,999",250,11.1
CN3503500000000,35,35,"Otero County, NM",2014,,"24,707","23,161","1,546",6.3
CN3503700000000,35,37,"Quay County, NM",2014,,"3,253","3,037",216,6.6
CN3503900000000,35,39,"Rio Arriba County, NM",2014,,"16,312","14,887","1,425",8.7
CN3504100000000,35,41,"Roosevelt County, NM",2014,,"8,125","7,674",451,5.6
CN3504300000000,35,43,"Sandoval County, NM",2014,,"60,870","56,480","4,390",7.2
CN3504500000000,35,45,"San Juan County, NM",2014,,"55,039","51,497","3,542",6.4
CN3504700000000,35,47,"San Miguel County, NM",2014,,"10,927","10,032",895,8.2
CN3504900000000,35,49,"Santa Fe County, NM",2014,,"71,564","67,591","3,973",5.6
